ts_code,symbol,name,industry,list_date
688499.SH,688499,利元亨,专用机械,20210701
688218.SH,688218,江苏北人,专用机械,20191211
688116.SH,688116,天奈科技,化工原料,20190925
688002.SH,688002,睿创微纳,通信设备,20190722
688099.SH,688099,晶晨股份,半导体,20190808
688007.SH,688007,光峰科技,元器件,20190722
688088.SH,688088,虹软科技,软件服务,20190722
688027.SH,688027,国盾量子,通信设备,20200709
688278.SH,688278,特宝生物,生物制药,20200117
688321.SH,688321,微芯生物,化学制药,20190812
688001.SH,688001,华兴源创,专用机械,20190722
688288.SH,688288,鸿泉技术,IT设备,20191106
688010.SH,688010,福光股份,元器件,20190722
688036.SH,688036,传音控股,通信设备,20190930
688015.SH,688015,交控科技,运输设备,20190722
688568.SH,688568,中科星图,软件服务,20200708
688039.SH,688039,当虹科技,软件服务,20191211
688011.SH,688011,新光光电,元器件,20190722
688019.SH,688019,安集科技,半导体,20190722
688108.SH,688108,赛诺医疗,医疗保健,20191030
688012.SH,688012,中微公司,半导体,20190722
688008.SH,688008,澜起科技,半导体,20190722
688158.SH,688158,优刻得-W,软件服务,20200120
688097.SH,688097,博众精工,专用机械,20210512
688123.SH,688123,聚辰股份,半导体,20191223
688139.SH,688139,海尔生物,医疗保健,20191025
688003.SH,688003,天准科技,专用机械,20190722
688018.SH,688018,乐鑫科技,半导体,20190722
688078.SH,688078,龙软科技,软件服务,20191230
688513.SH,688513,苑东生物,化学制药,20200902
603565.SH,603565,中谷物流,水运,20200925
605008.SH,605008,长鸿高科,橡胶,20200821
603095.SH,603095,越剑智能,纺织机械,20200415
688068.SH,688068,热景生物,医疗保健,20190930
688022.SH,688022,瀚川智能,专用机械,20190722
688100.SH,688100,威胜信息,通信设备,20200121
688168.SH,688168,安博通,软件服务,20190906
688333.SH,688333,铂力特,机械基件,20190722
688166.SH,688166,博瑞医药,化学制药,20191108
688030.SH,688030,山石网科,软件服务,20190930
688023.SH,688023,安恒信息,软件服务,20191105
688787.SH,688787,海天瑞声,软件服务,20210813
688169.SH,688169,石头科技,家用电器,20200221
688363.SH,688363,华熙生物,医疗保健,20191106
688188.SH,688188,柏楚电子,专用机械,20190808
688258.SH,688258,卓易信息,软件服务,20191209
688186.SH,688186,广大特材,特种钢,20200211
688133.SH,688133,泰坦科技,化工原料,20201030
688016.SH,688016,心脉医疗,医疗保健,20190722
605001.SH,605001,威奥股份,运输设备,20200522
605100.SH,605100,华丰股份,机械基件,20200811
688066.SH,688066,航天宏图,软件服务,20190722
688033.SH,688033,天宜新材,电气设备,20190722
688268.SH,688268,华特气体,化工原料,20191226
688028.SH,688028,沃尔德,机械基件,20190722
605188.SH,605188,国光连锁,超市连锁,20200728
688057.SH,688057,金达莱,环境保护,20201111
688388.SH,688388,嘉元科技,电气设备,20190722
688198.SH,688198,佰仁医疗,医疗保健,20191209
688122.SH,688122,西部超导,小金属,20190722
688389.SH,688389,普门科技,医疗保健,20191105
688009.SH,688009,中国通号,运输设备,20190722
688080.SH,688080,映翰通,通信设备,20200212
689009.SH,689009,九号公司-WD,摩托车,20201029
688366.SH,688366,昊海生科,医疗保健,20191030
688199.SH,688199,久日新材,化工原料,20191105
688178.SH,688178,万德斯,环境保护,20200114
688006.SH,688006,杭可科技,电气设备,20190722
688588.SH,688588,凌志软件,软件服务,20200511
688300.SH,688300,联瑞新材,矿物制品,20191115
688020.SH,688020,方邦股份,元器件,20190722
688058.SH,688058,宝兰德,软件服务,20191101
688025.SH,688025,杰普特,专用机械,20191031
688029.SH,688029,南微医学,医疗保健,20190722
688202.SH,688202,美迪西,医疗保健,20191105
688098.SH,688098,申联生物,农业综合,20191028
688368.SH,688368,晶丰明源,半导体,20191014
688101.SH,688101,三达膜,环境保护,20191115
688299.SH,688299,长阳科技,元器件,20191106
688656.SH,688656,浩欧博,医疗保健,20210113
688369.SH,688369,致远互联,软件服务,20191031
688233.SH,688233,神工股份,半导体,20200221
688399.SH,688399,硕世生物,医疗保健,20191205
605166.SH,605166,聚合顺,化纤,20200618
605050.SH,605050,福然德,仓储物流,20200924
605168.SH,605168,三人行,互联网,20200528
605389.SH,605389,长龄液压,机械基件,20210322
605366.SH,605366,宏柏新材,化工原料,20200812
688196.SH,688196,卓越新能,环境保护,20191121
688089.SH,688089,嘉必优,食品,20191219
688021.SH,688021,奥福科技,汽车配件,20191106
688357.SH,688357,建龙微纳,化工原料,20191204
688126.SH,688126,沪硅产业,半导体,20200420
688358.SH,688358,祥生医疗,医疗保健,20191203
688128.SH,688128,中国电研,专用机械,20191105
688181.SH,688181,八亿时空,元器件,20200106
688159.SH,688159,有方科技,通信设备,20200123
688111.SH,688111,金山办公,软件服务,20191118
688163.SH,688163,赛伦生物,生物制药,20220311
688051.SH,688051,佳华科技,软件服务,20200320
688298.SH,688298,东方生物,医疗保健,20200205
688310.SH,688310,迈得医疗,医疗保健,20191203
605118.SH,605118,力鼎光电,元器件,20200730
605099.SH,605099,共创草坪,文教休闲,20200930
688505.SH,688505,复旦张江,化学制药,20200619
688599.SH,688599,天合光能,电气设备,20200610
688138.SH,688138,清溢光电,半导体,20191120
605228.SH,605228,神通科技,汽车配件,20210120
605388.SH,605388,均瑶健康,乳制品,20200818
605066.SH,605066,天正电气,电气设备,20200807
605180.SH,605180,华生科技,纺织,20210430
605222.SH,605222,起帆电缆,电气设备,20200731
603408.SH,603408,建霖家居,家居用品,20200730
688466.SH,688466,金科环境,环境保护,20200508
605009.SH,605009,豪悦护理,造纸,20200911
605169.SH,605169,洪通燃气,供气供热,20201030
605398.SH,605398,新炬网络,软件服务,20210121
605116.SH,605116,奥锐特,化学制药,20200921
605318.SH,605318,法狮龙,其他建材,20200803
688069.SH,688069,德林海,环境保护,20200722
688026.SH,688026,洁特生物,医疗保健,20200122
688118.SH,688118,普元信息,软件服务,20191204
688090.SH,688090,瑞松科技,专用机械,20200217
688528.SH,688528,秦川物联,电器仪表,20200701
605123.SH,605123,派克新材,航空,20200825
605399.SH,605399,晨光新材,化工原料,20200804
605003.SH,605003,众望布艺,纺织,20200908
605369.SH,605369,拱东医疗,医疗保健,20200916
601665.SH,601665,齐鲁银行,银行,20210618
605377.SH,605377,华旺科技,造纸,20201228
605500.SH,605500,森林包装,造纸,20201222
605218.SH,605218,伟时电子,元器件,20200928
605199.SH,605199,ST葫芦娃,中成药,20200710
688266.SH,688266,泽璟制药-U,生物制药,20200123
688365.SH,688365,光云科技,软件服务,20200429
605177.SH,605177,东亚药业,化学制药,20201125
603102.SH,603102,百合股份,医疗保健,20220125
605133.SH,605133,嵘泰股份,汽车配件,20210224
605255.SH,605255,天普股份,汽车配件,20200825
688228.SH,688228,开普云,软件服务,20200327
601568.SH,601568,北元集团,化工原料,20201020
605007.SH,605007,五洲特纸,造纸,20201110
605077.SH,605077,华康股份,食品,20210209
605055.SH,605055,迎丰股份,纺织,20210129
605186.SH,605186,健麾信息,专用机械,20201222
603112.SH,603112,华翔股份,机械基件,20200917
605122.SH,605122,四方新材,水泥,20210310
605338.SH,605338,巴比食品,食品,20201012
605336.SH,605336,帅丰电器,家用电器,20201019
605081.SH,605081,*ST太和,环境保护,20210209
605268.SH,605268,王力安防,家居用品,20210224
605179.SH,605179,一鸣食品,乳制品,20201228
601279.SH,601279,英利汽车,汽车配件,20210415
605337.SH,605337,李子园,乳制品,20210208
688566.SH,688566,吉贝尔,化学制药,20200518
688189.SH,688189,南新制药,化学制药,20200326
688165.SH,688165,埃夫特-U,专用机械,20200715
688085.SH,688085,三友医疗,医疗保健,20200409
688396.SH,688396,华润微,半导体,20200227
688622.SH,688622,禾信仪器,电器仪表,20210913
688360.SH,688360,德马科技,机械基件,20200602
688579.SH,688579,地纬智能,软件服务,20200717
688518.SH,688518,联赢激光,专用机械,20200622
688208.SH,688208,道通科技,IT设备,20200213
688516.SH,688516,奥特维,专用机械,20200521
688500.SH,688500,慧辰股份,互联网,20200716
688081.SH,688081,兴图新科,软件服务,20200106
603759.SH,603759,海天股份,水务,20210326
603155.SH,603155,新亚强,化工原料,20200901
605069.SH,605069,正和生态,环境保护,20210816
605155.SH,605155,西大门,家居用品,20201231
605005.SH,605005,合兴股份,汽车配件,20210119
601658.SH,601658,邮储银行,银行,20191210
605258.SH,605258,协和电子,元器件,20201203
605060.SH,605060,联德股份,机械基件,20210301
605117.SH,605117,德业股份,电气设备,20210420
605068.SH,605068,明新旭腾,汽车配件,20201123
605018.SH,605018,长华集团,汽车配件,20200929
605058.SH,605058,澳弘电子,元器件,20201021
603261.SH,603261,*ST立航,航空,20220315
605277.SH,605277,新亚电子,元器件,20210106
605298.SH,605298,必得科技,运输设备,20210301
605196.SH,605196,华通线缆,电气设备,20210511
603931.SH,603931,格林达,化工原料,20200819
605011.SH,605011,杭州热电,供气供热,20210630
605378.SH,605378,野马电池,电气设备,20210412
605376.SH,605376,博迁新材,小金属,20201208
600916.SH,600916,中国黄金,服饰,20210205
601686.SH,601686,友发集团,钢加工,20201204
688096.SH,688096,京源环保,环境保护,20200409
605319.SH,605319,无锡振华,汽车配件,20210607
605208.SH,605208,永茂泰,铝,20210308
601156.SH,601156,东航物流,仓储物流,20210609
605162.SH,605162,新中港,供气供热,20210707
601825.SH,601825,沪农商行,银行,20210819
688339.SH,688339,亿华通-U,汽车配件,20200810
688177.SH,688177,百奥泰,生物制药,20200221
688222.SH,688222,成都先导,化学制药,20200416
688318.SH,688318,财富趋势,软件服务,20200427
688037.SH,688037,芯源微,半导体,20191216
688398.SH,688398,赛特新材,矿物制品,20200211
688277.SH,688277,天智航-U,医疗保健,20200707
688200.SH,688200,华峰测控,半导体,20200218
688221.SH,688221,前沿生物-U,生物制药,20201028
605305.SH,605305,中际联合,工程机械,20210506
605286.SH,605286,同力天启,运输设备,20210322
688567.SH,688567,孚能科技,电气设备,20200717
688520.SH,688520,神州细胞,生物制药,20200622
688521.SH,688521,芯原股份,半导体,20200818
688180.SH,688180,君实生物-U,生物制药,20200715
688312.SH,688312,燕麦科技,专用机械,20200608
605300.SH,605300,佳禾食品,乳制品,20210430
603171.SH,603171,税友股份,软件服务,20210630
688377.SH,688377,迪威尔,专用机械,20200708
688488.SH,688488,艾迪药业,生物制药,20200720
688598.SH,688598,金博股份,矿物制品,20200518
688157.SH,688157,松井股份,染料涂料,20200609
603324.SH,603324,盛剑科技,环境保护,20210407
688309.SH,688309,恒誉环保,环境保护,20200714
601816.SH,601816,京沪高铁,铁路,20200116
688156.SH,688156,路德科技,饲料,20200922
688336.SH,688336,三生国健,生物制药,20200722
688286.SH,688286,敏芯股份,半导体,20200810
688356.SH,688356,键凯科技,化学制药,20200826
688004.SH,688004,博汇科技,软件服务,20200612
688558.SH,688558,国盛智科,机床制造,20200630
688418.SH,688418,震有科技,通信设备,20200722
688589.SH,688589,力合微,半导体,20200722
688569.SH,688569,铁科轨道,运输设备,20200831
688586.SH,688586,江航装备,航空,20200731
605086.SH,605086,龙高股份,矿物制品,20210416
605287.SH,605287,德才股份,装修装饰,20210706
688077.SH,688077,大地熊,矿物制品,20200722
688229.SH,688229,博睿数据,软件服务,20200817
688065.SH,688065,凯赛生物,化工原料,20200812
688050.SH,688050,爱博医疗,医疗保健,20200729
605016.SH,605016,百龙创园,食品,20210421
688106.SH,688106,金宏气体,化工原料,20200616
688379.SH,688379,华光新材,机械基件,20200819
688580.SH,688580,伟思医疗,医疗保健,20200721
688060.SH,688060,云涌科技,IT设备,20200710
600906.SH,600906,财达证券,证券,20210507
688508.SH,688508,芯朋微,半导体,20200722
688600.SH,688600,皖仪科技,电器仪表,20200703
688602.SH,688602,康鹏科技,化工原料,20230720
688311.SH,688311,盟升电子,元器件,20200731
688390.SH,688390,固德威,电气设备,20200904
688155.SH,688155,先惠技术,电气设备,20200811
688577.SH,688577,浙海德曼,机床制造,20200916
688556.SH,688556,高测股份,专用机械,20200807
688585.SH,688585,上纬新材,化工原料,20200928
688338.SH,688338,赛科希德,医疗保健,20200806
688590.SH,688590,新致软件,软件服务,20201207
688393.SH,688393,安必平,医疗保健,20200820
605080.SH,605080,浙江自然,文教休闲,20210506
605028.SH,605028,世茂能源,供气供热,20210712
688056.SH,688056,莱伯泰科,电器仪表,20200902
688819.SH,688819,天能股份,电气设备,20210118
688559.SH,688559,海目星,专用机械,20200909
605589.SH,605589,圣泉集团,化工原料,20210810
605089.SH,605089,味知香,食品,20210427
600032.SH,600032,浙江新能,新型电力,20210525
688055.SH,688055,龙腾光电,元器件,20200817
688215.SH,688215,瑞晟智能,专用机械,20200828
688335.SH,688335,复洁科技,环境保护,20200817
688185.SH,688185,康希诺,生物制药,20200813
688289.SH,688289,圣湘生物,医疗保健,20200828
688519.SH,688519,南亚新材,元器件,20200818
688550.SH,688550,瑞联新材,化工原料,20200902
688301.SH,688301,奕瑞科技,医疗保健,20200918
688095.SH,688095,福昕软件,软件服务,20200908
688330.SH,688330,宏力达,电气设备,20201015
688313.SH,688313,仕佳光子,通信设备,20200812
688777.SH,688777,中控技术,专用机械,20201124
688256.SH,688256,寒武纪-U,半导体,20200720
688127.SH,688127,蓝特光学,元器件,20200921
688595.SH,688595,芯海科技,半导体,20200928
688551.SH,688551,科威尔,专用机械,20200910
688383.SH,688383,新益昌,专用机械,20210428
688093.SH,688093,世华科技,化工原料,20200930
600905.SH,600905,三峡能源,新型电力,20210610
600935.SH,600935,华塑股份,化工原料,20211126
688386.SH,688386,泛亚微透,化工原料,20201016
688408.SH,688408,中信博,电气设备,20200828
688316.SH,688316,青云科技-U,软件服务,20210316
688596.SH,688596,正帆科技,专用机械,20200820
688378.SH,688378,奥来德,专用机械,20200903
688659.SH,688659,元琛科技,环境保护,20210331
688083.SH,688083,中望软件,软件服务,20210311
688129.SH,688129,东来技术,染料涂料,20201023
688017.SH,688017,绿的谐波,机械基件,20200828
688581.SH,688581,安杰思,医疗保健,20230519
688529.SH,688529,豪森智能,专用机械,20201109
688578.SH,688578,艾力斯,化学制药,20201202
688308.SH,688308,欧科亿,机械基件,20201210
688013.SH,688013,天臣医疗,医疗保健,20200928
688135.SH,688135,利扬芯片,半导体,20201111
688536.SH,688536,思瑞浦,半导体,20200921
688160.SH,688160,步科股份,电器仪表,20201112
688070.SH,688070,纵横股份,航空,20210210
688608.SH,688608,恒玄科技,半导体,20201216
688617.SH,688617,惠泰医疗,医疗保健,20210107
688575.SH,688575,亚辉龙,医疗保健,20210517
688557.SH,688557,兰剑智能,专用机械,20201202
605499.SH,605499,东鹏饮料,软饮料,20210527
605189.SH,605189,富春染织,纺织,20210528
688328.SH,688328,深科达,专用机械,20210309
688219.SH,688219,会通股份,塑料,20201118
688677.SH,688677,海泰新光,医疗保健,20210226
688092.SH,688092,爱科科技,专用机械,20210319
688699.SH,688699,明微电子,半导体,20201218
688179.SH,688179,阿拉丁,化学制药,20201026
688195.SH,688195,腾景科技,元器件,20210326
688668.SH,688668,鼎通科技,通信设备,20201221
688658.SH,688658,悦康药业,化学制药,20201224
688665.SH,688665,四方光电,电器仪表,20210209
688698.SH,688698,伟创电气,电气设备,20201229
688510.SH,688510,航亚科技,航空,20201216
688779.SH,688779,五矿新能,电气设备,20210811
688739.SH,688739,成大生物,生物制药,20211028
688669.SH,688669,聚石化学,化工原料,20210125
688696.SH,688696,极米科技,家用电器,20210303
688788.SH,688788,科思科技,通信设备,20201022
688571.SH,688571,杭华股份,染料涂料,20201211
688561.SH,688561,奇安信-U,软件服务,20200722
688560.SH,688560,明冠新材,电气设备,20201224
688136.SH,688136,科兴制药,生物制药,20201214
688191.SH,688191,智洋创新,软件服务,20210408
688676.SH,688676,金盘科技,电气设备,20210309
688109.SH,688109,品茗科技,软件服务,20210330
688079.SH,688079,美迪凯,元器件,20210302
688607.SH,688607,康众医疗,医疗保健,20210201
688630.SH,688630,芯碁微装,专用机械,20210401
688350.SH,688350,富淼科技,化工原料,20210128
688619.SH,688619,罗普特,软件服务,20210223
688680.SH,688680,海优新材,塑料,20210122
688679.SH,688679,通源环境,环境保护,20201225
601995.SH,601995,中金公司,证券,20201102
688686.SH,688686,奥普特,电器仪表,20201231
688678.SH,688678,福立旺,元器件,20201223
688616.SH,688616,西力科技,电器仪表,20210318
605507.SH,605507,国邦医药,化学制药,20210802
605056.SH,605056,咸亨国际,电器仪表,20210720
688618.SH,688618,三旺通信,通信设备,20201230
688628.SH,688628,优利德,电器仪表,20210201
688689.SH,688689,银河微电,半导体,20210127
688067.SH,688067,爱威科技,医疗保健,20210616
688131.SH,688131,皓元医药,化学制药,20210608
688687.SH,688687,凯因科技,生物制药,20210208
688063.SH,688063,派能科技,电气设备,20201230
688305.SH,688305,科德数控,机床制造,20210709
688183.SH,688183,生益电子,元器件,20210225
688606.SH,688606,奥泰生物,医疗保健,20210325
601399.SH,601399,国机重装,工程机械,20200608
688082.SH,688082,盛美上海,半导体,20211118
688171.SH,688171,纬德信息,软件服务,20220127
688317.SH,688317,之江生物,医疗保健,20210118
688633.SH,688633,星球石墨,专用机械,20210324
688626.SH,688626,翔宇医疗,医疗保健,20210331
688981.SH,688981,中芯国际,半导体,20200716
688636.SH,688636,智明达,元器件,20210408
688329.SH,688329,艾隆科技,专用机械,20210329
688661.SH,688661,和林微纳,元器件,20210329
688075.SH,688075,安旭生物,医疗保健,20211118
688609.SH,688609,九联科技,家用电器,20210323
688315.SH,688315,诺禾致源,医疗保健,20210413
688667.SH,688667,菱电电控,汽车配件,20210312
605020.SH,605020,永和股份,化工原料,20210709
688625.SH,688625,呈和科技,化工原料,20210607
688468.SH,688468,科美诊断,医疗保健,20210409
688345.SH,688345,博力威,电气设备,20210611
688314.SH,688314,康拓医疗,医疗保健,20210518
688733.SH,688733,壹石通,矿物制品,20210817
688639.SH,688639,华恒生物,化学制药,20210422
688565.SH,688565,力源科技,环境保护,20210513
688662.SH,688662,富信科技,元器件,20210401
688226.SH,688226,威腾电气,电气设备,20210707
688260.SH,688260,昀冢科技,元器件,20210406
688161.SH,688161,威高骨科,医疗保健,20210630
605566.SH,605566,福莱蒽特,染料涂料,20211025
603216.SH,603216,梦天家居,家居用品,20211215
688789.SH,688789,宏华数科,专用机械,20210708
688425.SH,688425,铁建重工,工程机械,20210622
688683.SH,688683,莱尔科技,元器件,20210412
688533.SH,688533,上声电子,汽车配件,20210419
688076.SH,688076,ST诺泰,生物制药,20210520
688682.SH,688682,霍莱沃,软件服务,20210420
688690.SH,688690,纳微科技,化工原料,20210623
688148.SH,688148,芳源股份,电气设备,20210806
688517.SH,688517,金冠电气,电气设备,20210618
688132.SH,688132,邦彦技术,通信设备,20220923
688269.SH,688269,凯立新材,化工原料,20210609
688456.SH,688456,有研粉材,铜,20210317
688660.SH,688660,电气风电,电气设备,20210519
688611.SH,688611,杭州柯林,电气设备,20210412
688613.SH,688613,奥精医疗,医疗保健,20210521
688584.SH,688584,上海合晶,半导体,20240208
605365.SH,605365,立达信,家用电器,20210720
605488.SH,605488,福莱新材,塑料,20210513
605167.SH,605167,利柏特,建筑工程,20210726
601921.SH,601921,浙版传媒,出版业,20210723
688501.SH,688501,青达环保,环境保护,20210716
688147.SH,688147,微导纳米,专用机械,20221223
688280.SH,688280,精进电动-UW,汽车配件,20211027
688663.SH,688663,新风光,电气设备,20210413
688217.SH,688217,睿昂基因,医疗保健,20210517
688395.SH,688395,正弦电气,机械基件,20210429
688112.SH,688112,鼎阳科技,电器仪表,20211201
688319.SH,688319,欧林生物,生物制药,20210608
688059.SH,688059,华锐精密,机械基件,20210208
688117.SH,688117,圣诺生物,生物制药,20210603
688239.SH,688239,航宇科技,航空,20210705
688793.SH,688793,倍轻松,家用电器,20210715
688799.SH,688799,华纳药厂,化学制药,20210713
688216.SH,688216,气派科技,半导体,20210623
688323.SH,688323,瑞华泰,塑料,20210428
603511.SH,603511,爱慕股份,服饰,20210531
605259.SH,605259,绿田机械,农用机械,20210615
688681.SH,688681,科汇股份,电气设备,20210616
688201.SH,688201,信安世纪,软件服务,20210421
688113.SH,688113,联测科技,专用机械,20210506
688700.SH,688700,东威科技,专用机械,20210615
688509.SH,688509,正元地信,软件服务,20210730
688786.SH,688786,悦安新材,小金属,20210826
688685.SH,688685,迈信林,航空,20210513
688227.SH,688227,品高股份,软件服务,20211230
688182.SH,688182,灿勤科技,通信设备,20211116
688355.SH,688355,明志科技,机械基件,20210512
600955.SH,600955,维远股份,化工原料,20210915
603107.SH,603107,上海汽配,汽车配件,20231101
605588.SH,605588,冠石科技,元器件,20210812
605555.SH,605555,德昌股份,家用电器,20211021
605598.SH,605598,上海港湾,建筑工程,20210917
605138.SH,605138,盛泰集团,服饰,20211027
603836.SH,603836,海程邦达,仓储物流,20210526
605580.SH,605580,恒盛能源,供气供热,20210819
688728.SH,688728,格科微,半导体,20210818
688071.SH,688071,华依科技,专用机械,20210729
688601.SH,688601,力芯微,半导体,20210628
688087.SH,688087,英科再生,环境保护,20210709
688655.SH,688655,迅捷兴,元器件,20210511
688232.SH,688232,新点软件,软件服务,20211117
688766.SH,688766,普冉股份,半导体,20210823
688778.SH,688778,厦钨新能,电气设备,20210805
688502.SH,688502,茂莱光学,元器件,20230309
688597.SH,688597,煜邦电力,电器仪表,20210617
688091.SH,688091,上海谊众,化学制药,20210909
688359.SH,688359,三孚新科,化工原料,20210521
688276.SH,688276,百克生物,生物制药,20210625
688538.SH,688538,和辉光电-U,半导体,20210528
688621.SH,688621,阳光诺和,医疗保健,20210621
688246.SH,688246,嘉和美康,软件服务,20211214
688367.SH,688367,工大高科,运输设备,20210628
605599.SH,605599,菜百股份,服饰,20210909
688038.SH,688038,中科通达,软件服务,20210713
688303.SH,688303,大全能源,电气设备,20210722
688306.SH,688306,均普智能,专用机械,20220322
688718.SH,688718,唯赛勃,塑料,20210728
688110.SH,688110,东芯股份,半导体,20211210
688376.SH,688376,美埃科技,专用机械,20221118
688701.SH,688701,卓锦股份,环境保护,20210916
688716.SH,688716,中研股份,化工原料,20230920
688798.SH,688798,艾为电子,半导体,20210816
688385.SH,688385,复旦微电,半导体,20210804
603213.SH,603213,镇洋发展,化工原料,20211111
688296.SH,688296,和达科技,软件服务,20210727
688722.SH,688722,同益中,化纤,20211019
688767.SH,688767,博拓生物,医疗保健,20210908
688776.SH,688776,国光电气,元器件,20210831
688511.SH,688511,*ST天微,元器件,20210730
688120.SH,688120,华海清科,半导体,20220608
688768.SH,688768,容知日新,电器仪表,20210726
688486.SH,688486,龙迅股份,半导体,20230221
688670.SH,688670,金迪克,生物制药,20210802
605577.SH,605577,龙版传媒,出版业,20210824
688775.SH,688775,影石创新,IT设备,20250611
688257.SH,688257,新锐股份,机械基件,20211027
688772.SH,688772,珠海冠宇,电气设备,20211015
605033.SH,605033,美邦股份,农药化肥,20210916
688211.SH,688211,中科微至,专用机械,20211026
688259.SH,688259,创耀科技,半导体,20220112
688255.SH,688255,凯尔达,机械基件,20211025
688553.SH,688553,汇宇制药-W,化学制药,20211026
688327.SH,688327,云从科技-UW,软件服务,20220527
605567.SH,605567,春雪食品,食品,20211013
688114.SH,688114,华大智造,医疗保健,20220909
688343.SH,688343,云天励飞-U,软件服务,20230404
603280.SH,603280,南方路机,工程机械,20221108
603071.SH,603071,物产环能,批发业,20211216
688220.SH,688220,翱捷科技-U,半导体,20220114
688103.SH,688103,国力电子,元器件,20210910
688282.SH,688282,理工导航,通信设备,20220318
688062.SH,688062,迈威生物-U,生物制药,20220118
688265.SH,688265,南模生物,医疗保健,20211228
688800.SH,688800,瑞可达,元器件,20210722
601956.SH,601956,东贝集团,家用电器,20201225
688119.SH,688119,中钢洛耐,其他建材,20220606
688285.SH,688285,高铁电气,运输设备,20211020
688711.SH,688711,宏微科技,半导体,20210901
688236.SH,688236,春立医疗,医疗保健,20211230
688102.SH,688102,斯瑞新材,铜,20220316
688105.SH,688105,诺唯赞,生物制药,20211115
688212.SH,688212,澳华内镜,医疗保健,20211115
688151.SH,688151,华强科技,医疗保健,20211206
688162.SH,688162,巨一科技,专用机械,20211110
688210.SH,688210,统联精密,元器件,20211227
603402.SH,603402,陕西旅游,旅游景点,20260106
688032.SH,688032,禾迈股份,电气设备,20211220
688187.SH,688187,时代电气,运输设备,20210907
688262.SH,688262,国芯科技,半导体,20220106
688737.SH,688737,中自科技,汽车配件,20211022
688049.SH,688049,炬芯科技,半导体,20211129
603122.SH,603122,合富中国,医药商业,20220216
688697.SH,688697,纽威数控,机床制造,20210917
688707.SH,688707,振华新材,电气设备,20210914
688272.SH,688272,富吉瑞,元器件,20211018
688121.SH,688121,卓然股份,专用机械,20210906
688235.SH,688235,百济神州-U,生物制药,20211215
603230.SH,603230,内蒙新华,出版业,20211224
688167.SH,688167,炬光科技,元器件,20211224
600927.SH,600927,永安期货,多元金融,20211223
603176.SH,603176,汇通集团,建筑工程,20211231
603048.SH,603048,浙江黎明,汽车配件,20211116
688192.SH,688192,迪哲医药-U,生物制药,20211210
688225.SH,688225,亚信安全,软件服务,20220209
688197.SH,688197,首药控股-U,化学制药,20220323
688349.SH,688349,三一重能,电气设备,20220622
688230.SH,688230,芯导科技,半导体,20211201
688190.SH,688190,云路股份,矿物制品,20211126
688382.SH,688382,益方生物-U,生物制药,20220725
688281.SH,688281,华秦科技,航空,20220307
601059.SH,601059,信达证券,证券,20230201
601728.SH,601728,中国电信,电信运营,20210820
603215.SH,603215,比依股份,家用电器,20220218
688045.SH,688045,必易微,半导体,20220526
688107.SH,688107,安路科技,半导体,20211112
603209.SH,603209,兴通股份,水运,20220324
688332.SH,688332,中科蓝讯,半导体,20220715
688249.SH,688249,晶合集成,半导体,20230505
688175.SH,688175,高凌信息,通信设备,20220315
688237.SH,688237,超卓航科,航空,20220701
603219.SH,603219,富佳股份,家用电器,20211122
603132.SH,603132,金徽股份,铅锌,20220222
688247.SH,688247,宣泰医药,化学制药,20220825
688302.SH,688302,海创药业-U,生物制药,20220412
688173.SH,688173,希荻微,半导体,20220121
688176.SH,688176,亚虹医药-U,化学制药,20220107
688053.SH,688053,ST思科瑞,元器件,20220708
688052.SH,688052,纳芯微,半导体,20220422
603070.SH,603070,万控智造,电气设备,20220310
603182.SH,603182,嘉华股份,食品,20220909
688234.SH,688234,天岳先进,半导体,20220112
603237.SH,603237,五芳斋,食品,20220831
688283.SH,688283,坤恒顺维,电器仪表,20220215
688238.SH,688238,和元生物,医疗保健,20220322
688248.SH,688248,南网科技,电气设备,20211222
688209.SH,688209,英集芯,半导体,20220419
688337.SH,688337,普源精电,电器仪表,20220408
688150.SH,688150,莱特光电,元器件,20220318
688253.SH,688253,英诺特,医疗保健,20220728
688267.SH,688267,中触媒,化工原料,20220216
688193.SH,688193,仁度生物,医疗保健,20220330
688261.SH,688261,东微半导,半导体,20220210
688153.SH,688153,唯捷创芯,半导体,20220412
688401.SH,688401,路维光电,半导体,20220817
688331.SH,688331,荣昌生物,生物制药,20220331
688292.SH,688292,浩瀚深度,通信设备,20220818
603418.SH,603418,友升股份,汽车配件,20250923
603325.SH,603325,博隆技术,化工机械,20240110
688207.SH,688207,格灵深瞳,软件服务,20220317
688279.SH,688279,峰岹科技,半导体,20220420
603051.SH,603051,鹿山新材,塑料,20220325
688400.SH,688400,凌云光,专用机械,20220706
688362.SH,688362,甬矽电子,半导体,20221116
688320.SH,688320,禾川科技,电器仪表,20220428
688295.SH,688295,中复神鹰,化纤,20220406
688048.SH,688048,长光华芯,半导体,20220401
688380.SH,688380,中微半导,半导体,20220805
688325.SH,688325,赛微微电,半导体,20220422
688206.SH,688206,概伦电子,半导体,20211228
688729.SH,688729,屹唐股份,半导体,20250708
688522.SH,688522,纳睿雷达,通信设备,20230301
688170.SH,688170,德龙激光,专用机械,20220429
603272.SH,603272,联翔股份,家居用品,20220520
603097.SH,603097,江苏华辰,电气设备,20220512
603173.SH,603173,福斯达,机械基件,20230130
